_id,INC_IR_NO,INC_IA_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_BEAT,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,HIGHEST_SHOW_FORCE,SHOW_FORCE_COUNT
1090,202500000610334,SOF25-0877,2025-04-26 07:12:00,2025,07:12:00,Saturday,511,,,AZ,,Central City Precinct,64240.0,Male,20.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1091,202500000610334,SOF25-0877,2025-04-26 07:12:00,2025,07:12:00,Saturday,511,,,AZ,,Central City Precinct,64242.0,Male,18.0,<20,White,Non-Hispanic,White,Criminal Felony,Gun,1
1092,202500000611144,SOF25-0879,2025-04-26 11:15:00,2025,11:15:00,Saturday,813,8XXX West Indian School Road,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,64254.0,Male,38.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1093,202500000611692,SOF25-0880,2025-04-26 12:48:00,2025,12:48:00,Saturday,832,,,AZ,,Maryvale/Estrella Precinct,53354.0,Male,28.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1094,202500000609342,SOF25-0883,2025-04-26 23:36:00,2025,23:36:00,Saturday,731,2XXX West Glenrosa Avenue,Phoenix,AZ,85013.0,Mountain View Precinct,64194.0,Male,19.0,<20,White,Hispanic,White,Criminal Felony,Gun,1
1095,202500000609342,SOF25-0883,2025-04-26 23:36:00,2025,23:36:00,Saturday,731,2XXX West Glenrosa Avenue,Phoenix,AZ,85013.0,Mountain View Precinct,64266.0,,24.0,20s,,,Other,No Charge,Gun,1
1096,202500000609342,SOF25-0883,2025-04-26 23:36:00,2025,23:36:00,Saturday,731,2XXX West Glenrosa Avenue,Phoenix,AZ,85013.0,Mountain View Precinct,64268.0,,17.0,<20,,,Other,No Charge,Gun,1
1097,202500000614272,SOF25-0884,2025-04-26 21:55:00,2025,21:55:00,Saturday,733,1XXX East Indian School Road,Phoenix,AZ,85018.0,Mountain View Precinct,56214.0,Male,43.0,40s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1098,202500000609716,SOF25-0893,2025-04-26 00:58:00,2025,00:58:00,Saturday,911,4XXX North 27th Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,64295.0,Female,47.0,40s,American Indian / Alaskan Native,Non-Hispanic,Other,Criminal Felony,Gun,1
1099,202500000609078,SOF25-0894,2025-04-26 22:09:00,2025,22:09:00,Saturday,923,3XXX West Dunlap Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,64297.0,Male,57.0,50s,White,Hispanic,White,No Charge,Gun,1
1100,202500000605145,SOF25-0897,2025-04-26 10:15:00,2025,10:15:00,Saturday,911,4XXX North 27th Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,64305.0,Male,23.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1101,202500000611965,SOF25-0931,2025-04-26 14:36:00,2025,14:36:00,Saturday,625,1XXX West Morten Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64457.0,Male,45.0,40s,White,Hispanic,White,No Charge,Gun,1
1102,202500000614481,SOF25-1166,2025-04-26 22:43:00,2025,22:43:00,Saturday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,25616.0,Male,34.0,30s,White,Hispanic,Hispanic,No Charge,Gun,1
1103,202500000614481,SOF25-1166,2025-04-26 22:43:00,2025,22:43:00,Saturday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,32139.0,Male,30.0,30s,White,Hispanic,Hispanic,No Charge,Gun,1
1104,202500000614481,SOF25-1166,2025-04-26 22:43:00,2025,22:43:00,Saturday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,53512.0,Female,27.0,20s,White,Hispanic,Hispanic,No Charge,Gun,1
1105,202500000614481,SOF25-1166,2025-04-26 22:43:00,2025,22:43:00,Saturday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,56599.0,Female,32.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1106,202500000614481,SOF25-1166,2025-04-26 22:43:00,2025,22:43:00,Saturday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,65226.0,Male,30.0,30s,White,Hispanic,White,No Charge,Gun,1
1107,202500000617886,SOF25-0875,2025-04-27 15:28:00,2025,15:28:00,Sunday,411,3XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,64223.0,Male,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1108,202500000619254,SOF25-0878,2025-04-27 20:45:00,2025,20:45:00,Sunday,234,1XXXX North 14th Street,Phoenix,AZ,85022.0,Black Mountain Precinct,64244.0,Male,33.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
1109,202500000619519,SOF25-0882,2025-04-27 22:00:00,2025,22:00:00,Sunday,821,4XXX West Maldonado Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,64264.0,Male,21.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1110,202500000615667,SOF25-0886,2025-04-27 04:27:00,2025,04:27:00,Sunday,231,2XXX East Greenway Parkway,Phoenix,AZ,85032.0,Black Mountain Precinct,64276.0,,30.0,30s,,,Other,Criminal Felony,Gun,1
1111,202500000615667,SOF25-0886,2025-04-27 04:27:00,2025,04:27:00,Sunday,231,2XXX East Greenway Parkway,Phoenix,AZ,85032.0,Black Mountain Precinct,64278.0,,36.0,30s,,,Other,Criminal Felony,Gun,1
1112,202500000619561,SOF25-0898,2025-04-27 21:46:00,2025,21:46:00,Sunday,911,2XXX West Hazelwood Street,Phoenix,AZ,85015.0,Cactus Park Precinct,64308.0,Male,23.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1113,202500000619257,SOF25-0900,2025-04-27 20:30:00,2025,20:30:00,Sunday,623,8XXX North 19th Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,64326.0,,56.0,50s,,,Other,Criminal Felony,Gun,1
1114,202500000618919,SOF25-0918,2025-04-27 19:30:00,2025,19:30:00,Sunday,732,3XX East Whitton Avenue,Phoenix,AZ,85012.0,Mountain View Precinct,64389.0,Male,30.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1115,202500000614913,SOF25-0919,2025-04-27 00:28:00,2025,00:28:00,Sunday,715,3XXX East Campbell Avenue,Phoenix,AZ,85018.0,Mountain View Precinct,64391.0,Female,28.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
1116,202500000614913,SOF25-0919,2025-04-27 00:28:00,2025,00:28:00,Sunday,715,3XXX East Campbell Avenue,Phoenix,AZ,85018.0,Mountain View Precinct,64393.0,Male,45.0,40s,American Indian / Alaskan Native,Non-Hispanic,Other,No Charge,Gun,1
1117,202500000614273,SOF25-0920,2025-04-27 23:00:00,2025,23:00:00,Sunday,615,1XXX East Camelback Road,Phoenix,AZ,85016.0,Mountain View Precinct,56214.0,Male,43.0,40s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1118,202500000616180,SOF25-0934,2025-04-27 08:34:00,2025,08:34:00,Sunday,621,1XXX West Cortez Street,Phoenix,AZ,85029.0,Desert Horizon Precinct,64195.0,Male,35.0,30s,,Hispanic,Other,Criminal Felony,Gun,1
1119,202500000209000,SOF25-1598,2025-04-27 15:33:00,2025,15:33:00,Sunday,411,3XXX West Van Buren Street,Phoenix,AZ,85009.0,South Mountain Precinct,64223.0,Male,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1120,202500000453839,SOF25-0561,2025-04-28 13:58:00,2025,13:58:00,Monday,623,1XXX West Augusta Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,63189.0,Male,42.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1121,202500000620128,SOF25-0876,2025-04-28 01:11:00,2025,01:11:00,Monday,431,3XXX East Broadway Road,Phoenix,AZ,85040.0,South Mountain Precinct,64226.0,Male,19.0,<20,White,Hispanic,White,No Charge,Gun,1
1122,202500000620128,SOF25-0876,2025-04-28 01:11:00,2025,01:11:00,Monday,431,3XXX East Broadway Road,Phoenix,AZ,85040.0,South Mountain Precinct,64228.0,Male,20.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1123,202500000620128,SOF25-0876,2025-04-28 01:11:00,2025,01:11:00,Monday,431,3XXX East Broadway Road,Phoenix,AZ,85040.0,South Mountain Precinct,64230.0,Male,20.0,20s,White,Hispanic,White,No Charge,Gun,1
1124,202500000620128,SOF25-0876,2025-04-28 01:11:00,2025,01:11:00,Monday,431,3XXX East Broadway Road,Phoenix,AZ,85040.0,South Mountain Precinct,64232.0,Female,19.0,<20,White,Hispanic,White,No Charge,Gun,1
1125,202400001777600,SOF25-0891,2025-04-28 13:48:00,2025,13:48:00,Monday,Maricopa,5XXX West Northern Avenue,Glendale,AZ,85301.0,Out of City,64298.0,Male,25.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
1126,202400001777600,SOF25-0891,2025-04-28 13:48:00,2025,13:48:00,Monday,Maricopa,5XXX West Northern Avenue,Glendale,AZ,85301.0,Out of City,64424.0,Male,33.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1127,202400001777600,SOF25-0891,2025-04-28 13:48:00,2025,13:48:00,Monday,Maricopa,5XXX West Northern Avenue,Glendale,AZ,85301.0,Out of City,64426.0,Male,19.0,<20,White,Non-Hispanic,White,Criminal Felony,Gun,1
1128,202400001777600,SOF25-0891,2025-04-28 13:48:00,2025,13:48:00,Monday,Maricopa,5XXX West Northern Avenue,Glendale,AZ,85301.0,Out of City,64440.0,Male,38.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1129,202400001777600,SOF25-0891,2025-04-28 13:48:00,2025,13:48:00,Monday,Maricopa,5XXX West Northern Avenue,Glendale,AZ,85301.0,Out of City,64442.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1130,202500000624888,SOF25-0896,2025-04-28 21:28:00,2025,21:28:00,Monday,812,8XXX West Camelback Road,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,42599.0,Male,33.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1131,202500000620210,SOF25-0917,2025-04-28 01:56:00,2025,01:56:00,Monday,735,1XXX East Osborn Road,Phoenix,AZ,85016.0,Mountain View Precinct,64387.0,Male,41.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
1132,202500000620184,SOF25-0939,2025-04-28 01:55:00,2025,01:55:00,Monday,623,2XXX West Northern Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64474.0,Female,30.0,30s,White,Hispanic,White,No Charge,Gun,1
1133,202500000624264,SOF25-0940,2025-04-28 18:54:00,2025,18:54:00,Monday,Maricopa,4XXX West Bethany Home Road,Glendale,AZ,85301.0,Out of City,64485.0,Male,24.0,20s,White,Hispanic,White,No Charge,Gun,1
1134,202500000624264,SOF25-0940,2025-04-28 18:54:00,2025,18:54:00,Monday,Maricopa,4XXX West Bethany Home Road,Glendale,AZ,85301.0,Out of City,64487.0,Male,21.0,20s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1135,202500000000978,SOF25-0976,2025-04-28 17:00:00,2025,17:00:00,Monday,912,3XXX West Montebello Avenue,Phoenix,AZ,85019.0,Cactus Park Precinct,53885.0,Male,24.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1136,202500000575262,SOF25-0991,2025-04-28 23:55:00,2025,23:55:00,Monday,821,5XXX West Cambridge Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,50463.0,Male,35.0,30s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1137,202500000575262,SOF25-0991,2025-04-28 23:55:00,2025,23:55:00,Monday,821,5XXX West Cambridge Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,64628.0,,36.0,30s,,,Other,Criminal Felony,Gun,1
1138,202500000625476,SOF25-0904,2025-04-29 01:00:00,2025,01:00:00,Tuesday,411,3XXX West Portland Street,Phoenix,AZ,85009.0,South Mountain Precinct,64349.0,Male,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1139,202500000614589,SOF25-0905,2025-04-29 18:57:00,2025,18:57:00,Tuesday,421,3XX East Roeser Road,Phoenix,AZ,85040.0,South Mountain Precinct,64351.0,Male,46.0,40s,White,Hispanic,White,Criminal Felony,Gun,1
1140,202500000625639,SOF25-0906,2025-04-29 02:15:00,2025,02:15:00,Tuesday,413,2XXX West Southern Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,64353.0,Male,46.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1141,202500000625709,SOF25-0907,2025-04-29 03:29:00,2025,03:29:00,Tuesday,435,1XXX West Lacewood Place,Phoenix,AZ,85045.0,South Mountain Precinct,46413.0,Male,17.0,<20,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1142,202500000625709,SOF25-0907,2025-04-29 03:29:00,2025,03:29:00,Tuesday,435,1XXX West Lacewood Place,Phoenix,AZ,85045.0,South Mountain Precinct,64355.0,Male,15.0,<20,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1143,202500000580386,SOF25-0908,2025-04-29 12:30:00,2025,12:30:00,Tuesday,423,6XXX South 7th Street,Phoenix,AZ,85042.0,South Mountain Precinct,47801.0,Male,31.0,30s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1144,202500000625621,SOF25-0912,2025-04-29 02:09:00,2025,02:09:00,Tuesday,513,,,AZ,,Central City Precinct,3106.0,Male,37.0,30s,Hispanic,Hispanic,Other,Criminal Felony,Gun,1
1145,202500000102789,SOF25-0914,2025-04-29 17:43:00,2025,17:43:00,Tuesday,Maricopa,7XXX North 43rd Avenue,Glendale,AZ,85301.0,Out of City,64377.0,,34.0,30s,,,Other,Criminal Felony,Gun,1
1146,202500000552562,SOF25-0915,2025-04-29 13:30:00,2025,13:30:00,Tuesday,214,3XXXX North North Valley Parkway,Phoenix,AZ,85086.0,Black Mountain Precinct,25329.0,Male,30.0,30s,White,Non-Hispanic,White,Criminal Felony,Impact Munitions,1
1147,202500000626694,SOF25-0916,2025-04-29 09:40:00,2025,09:40:00,Tuesday,732,3XXX North Central Avenue,Phoenix,AZ,85012.0,Mountain View Precinct,24757.0,Male,42.0,40s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1148,202500000627447,SOF25-0923,2025-04-29 11:35:00,2025,11:35:00,Tuesday,831,8XXX West Globe Avenue,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,64416.0,Male,22.0,20s,White,Non-Hispanic,White,Criminal Felony,Impact Munitions,1
1149,202500000629048,SOF25-0926,2025-04-29 16:24:00,2025,16:24:00,Tuesday,723,3XXX East Thomas Road,Phoenix,AZ,85018.0,Mountain View Precinct,64429.0,Male,30.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1150,202500000629048,SOF25-0926,2025-04-29 16:24:00,2025,16:24:00,Tuesday,723,3XXX East Thomas Road,Phoenix,AZ,85018.0,Mountain View Precinct,64432.0,Male,48.0,40s,White,Hispanic,White,No Charge,Gun,1
1151,202500000626609,SOF25-0941,2025-04-29 08:26:00,2025,08:26:00,Tuesday,622,8XXX North 7th Street,Phoenix,AZ,85014.0,Desert Horizon Precinct,64489.0,Male,22.0,20s,Black,,Black or African American,No Charge,Gun,1
1152,202500000626609,SOF25-0941,2025-04-29 08:26:00,2025,08:26:00,Tuesday,622,8XXX North 7th Street,Phoenix,AZ,85014.0,Desert Horizon Precinct,64491.0,Male,47.0,40s,Asian / Pacific Islander,Non-Hispanic,Other,No Charge,Gun,1
1153,202500000628520,SOF25-0942,2025-04-29 15:32:00,2025,15:32:00,Tuesday,624,1XXX East Butler Drive,Phoenix,AZ,85020.0,Desert Horizon Precinct,64493.0,Male,31.0,30s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
1154,202500000629079,SOF25-0943,2025-04-29 17:45:00,2025,17:45:00,Tuesday,621,1XXX West Sahuaro Drive,Phoenix,AZ,85029.0,Desert Horizon Precinct,33239.0,Male,35.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1155,202500000629416,SOF25-0944,2025-04-29 17:45:00,2025,17:45:00,Tuesday,622,1XXX East Mountain View Road,Phoenix,AZ,85020.0,Desert Horizon Precinct,64495.0,Male,52.0,50s,White,Non-Hispanic,White,Criminal Felony,Gun,1
1156,202500000616374,SOF25-0977,2025-04-29 12:00:00,2025,12:00:00,Tuesday,824,4XXX West Crittenden Lane,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,64591.0,Male,37.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
1157,202500000619937,SOF25-1344,2025-04-29 13:30:00,2025,13:30:00,Tuesday,733,1XXX East Indian School Road,Phoenix,AZ,85018.0,Mountain View Precinct,65879.0,,26.0,20s,,,Other,Criminal Felony,Gun,1
1158,202500000619937,SOF25-1344,2025-04-29 13:30:00,2025,13:30:00,Tuesday,733,1XXX East Indian School Road,Phoenix,AZ,85018.0,Mountain View Precinct,65881.0,,25.0,20s,,,Other,Criminal Felony,Gun,1
1159,202500000168700,SOF25-0921,2025-04-30 10:55:00,2025,10:55:00,Wednesday,414,1XXX West Vineyard Road,Phoenix,AZ,85041.0,South Mountain Precinct,28236.0,Male,19.0,<20,White,Hispanic,Hispanic,Criminal Felony,Gun,1
1160,202500000633239,SOF25-0922,2025-04-30 14:37:00,2025,14:37:00,Wednesday,Maricopa,,,AZ,,Out of City,64408.0,,22.0,20s,,,Other,Criminal Felony,Gun,1
1161,202500000633239,SOF25-0922,2025-04-30 14:37:00,2025,14:37:00,Wednesday,Maricopa,,,AZ,,Out of City,64410.0,,31.0,30s,,,Other,Criminal Felony,Gun,1
1162,202500000633239,SOF25-0922,2025-04-30 14:37:00,2025,14:37:00,Wednesday,Maricopa,,,AZ,,Out of City,64412.0,,24.0,20s,,,Other,Criminal Felony,Gun,1
1163,202500000636586,SOF25-0924,2025-04-30 23:01:00,2025,23:01:00,Wednesday,731,1XXX W Indian School Road,Phoenix,AZ,,Mountain View Precinct,64414.0,,23.0,20s,,,Other,Criminal Felony,Gun,1
1164,202500000633443,SOF25-0927,2025-04-30 14:32:00,2025,14:32:00,Wednesday,725,3XXX East Van Buren Street,Phoenix,AZ,85008.0,Mountain View Precinct,64434.0,Male,50.0,50s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
1165,202500000635965,SOF25-0928,2025-04-30 20:28:00,2025,20:28:00,Wednesday,715,4XXX East Palomino Road,Phoenix,AZ,85018.0,Mountain View Precinct,64436.0,Male,55.0,50s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
1166,202500000632188,SOF25-0930,2025-04-30 08:37:00,2025,08:37:00,Wednesday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64444.0,Male,59.0,50s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
1167,202500000636636,SOF25-0933,2025-04-30 23:09:00,2025,23:09:00,Wednesday,821,6XXX West Camelback Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,64463.0,Male,41.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1168,202500000636324,SOF25-0948,2025-04-30 21:39:00,2025,21:39:00,Wednesday,422,6XXX South Central Avenue,Phoenix,AZ,85042.0,South Mountain Precinct,64510.0,Male,26.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
1169,202500000636324,SOF25-0948,2025-04-30 21:39:00,2025,21:39:00,Wednesday,422,6XXX South Central Avenue,Phoenix,AZ,85042.0,South Mountain Precinct,64512.0,Female,35.0,30s,White,Hispanic,White,No Charge,Gun,1
1170,202500000485081,SOF25-0973,2025-04-30 11:10:00,2025,11:10:00,Wednesday,822,4XXX North 53rd Lane,Phoenix,AZ,85031.0,Maryvale/Estrella Precinct,64585.0,,33.0,30s,,,Other,Criminal Felony,Impact Munitions,1
1171,202500000633769,SOF25-0999,2025-04-30 17:35:00,2025,17:35:00,Wednesday,713,2XXX East Indian School Road,Phoenix,AZ,85016.0,Mountain View Precinct,64679.0,Male,31.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Impact Munitions,1
1172,202500000631310,SOF25-1012,2025-04-30 02:55:00,2025,02:55:00,Wednesday,623,8XXX North 19th Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,20604.0,Female,46.0,40s,Black,,Black or African American,Criminal Felony,Gun,1
1173,202500000631310,SOF25-1012,2025-04-30 02:55:00,2025,02:55:00,Wednesday,623,8XXX North 19th Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64706.0,Male,25.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1174,202500000631742,SOF25-1232,2025-04-30 06:55:00,2025,06:55:00,Wednesday,813,7XXX West Elm Street,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,64401.0,Male,25.0,20s,White,Hispanic,White,No Charge,Gun,1
1175,202500000565349,SOF25-2235,2025-04-30 15:40:00,2025,15:40:00,Wednesday,Maricopa,1XXX East Apache Boulevard,Tempe,AZ,85281.0,Out of City,35565.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1176,202500000565349,SOF25-2235,2025-04-30 15:40:00,2025,15:40:00,Wednesday,Maricopa,1XXX East Apache Boulevard,Tempe,AZ,85281.0,Out of City,68831.0,Male,24.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1177,202500000565349,SOF25-2235,2025-04-30 15:40:00,2025,15:40:00,Wednesday,Maricopa,1XXX East Apache Boulevard,Tempe,AZ,85281.0,Out of City,68833.0,Male,31.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
1178,202500000565349,SOF25-2235,2025-04-30 15:40:00,2025,15:40:00,Wednesday,Maricopa,1XXX East Apache Boulevard,Tempe,AZ,85281.0,Out of City,68835.0,Male,22.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1179,202500000642059,SOF25-0935,2025-05-01 21:55:00,2025,21:55:00,Thursday,814,7XXX West Indian School Road,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,34385.0,Male,38.0,30s,White,Hispanic,Hispanic,Criminal Felony,Impact Munitions,1
1180,202500000641572,SOF25-0936,2025-05-01 19:55:00,2025,19:55:00,Thursday,824,4XXX West Windsor Avenue,Phoenix,AZ,85009.0,Maryvale/Estrella Precinct,64465.0,Male,31.0,30s,White,Hispanic,White,No Charge,Gun,1
1181,202500000642179,SOF25-0937,2025-05-01 22:37:00,2025,22:37:00,Thursday,811,9XXX West Indian School Road,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,64653.0,Male,23.0,20s,Black,,Black or African American,No Charge,Gun,1
1182,202500000640313,SOF25-0951,2025-05-01 15:57:00,2025,15:57:00,Thursday,431,4XXX East Wood Street,Phoenix,AZ,85040.0,South Mountain Precinct,64517.0,Male,47.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1183,202500000628187,SOF25-0969,2025-05-01 10:45:00,2025,10:45:00,Thursday,911,2XXX West Heatherbrae Drive,Phoenix,AZ,85017.0,Cactus Park Precinct,64575.0,,24.0,20s,,,Other,Criminal Felony,Gun,1
1184,202500000616767,SOF25-0970,2025-05-01 06:00:00,2025,06:00:00,Thursday,413,6XXX South 19th Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,64579.0,Male,47.0,40s,,,Other,Criminal Felony,Gun,1
1185,202500000640673,SOF25-0972,2025-05-01 16:45:00,2025,16:45:00,Thursday,Maricopa,5XX North 92nd Street,Scottsdale,AZ,85256.0,Out of City,64583.0,,52.0,50s,,,Other,Criminal Felony,Gun,1
1186,202500000642104,SOF25-0974,2025-05-01 21:55:00,2025,21:55:00,Thursday,611,2XXX West Bethany Home Road,Phoenix,AZ,85015.0,Desert Horizon Precinct,64587.0,Male,46.0,40s,White,Hispanic,White,Criminal Felony,Gun,1
1187,202500000642429,SOF25-0975,2025-05-01 23:55:00,2025,23:55:00,Thursday,932,1XXXX North 27th Drive,Phoenix,AZ,85053.0,Cactus Park Precinct,64589.0,,45.0,40s,,,Other,Criminal Felony,Gun,1
1188,202500000639873,SOF25-0978,2025-05-01 19:38:00,2025,19:38:00,Thursday,621,1XXXX North 15th Avenue,Phoenix,AZ,85021.0,Desert Horizon Precinct,64593.0,,26.0,20s,,,Other,Criminal Felony,Gun,1
1189,202500000605416,SOF25-0986,2025-05-01 16:06:00,2025,16:06:00,Thursday,515,,,AZ,,Central City Precinct,41160.0,Female,31.0,30s,White,Hispanic,Hispanic,No Charge,Gun,1
1190,202500000605416,SOF25-0986,2025-05-01 16:06:00,2025,16:06:00,Thursday,515,,,AZ,,Central City Precinct,44194.0,Female,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
1191,202500000605416,SOF25-0986,2025-05-01 16:06:00,2025,16:06:00,Thursday,515,,,AZ,,Central City Precinct,64602.0,Male,47.0,40s,White,Hispanic,White,No Charge,Gun,1
1192,202500000638769,SOF25-0987,2025-05-01 11:17:00,2025,11:17:00,Thursday,512,,,AZ,,Central City Precinct,60381.0,Female,40.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
